Município,2013,2014,2015,2016,2017
Lagoa Vermelha (RS),817.913,919.762,915.008,941.128,971.882
Lajeado (RS),2.888.836,3.240.933,3.253.609,3.431.939,3.844.921
Lajeado do Bugre (RS),38.663,38.455,39.609,50.312,45.204
Lavras do Sul (RS),177.982,187.318,221.567,249.431,228.334
Liberato Salzano (RS),90.731,100.345,116.822,122.209,127.814
Lindolfo Collor (RS),224.035,307.392,302.268,289.932,305.111
Linha Nova (RS),39.784,41.928,47.908,56.822,45.033
Machadinho (RS),102.818,120.188,135.214,160.421,152.303
Maçambará (RS),184.668,178.492,207.657,240.779,255.407
Mampituba (RS),35.183,43.261,48.520,53.717,56.220
Manoel Viana (RS),175.578,172.070,211.389,228.250,235.516
Maquiné (RS),85.427,99.031,108.178,122.081,112.840
Maratá (RS),84.793,97.015,91.130,90.054,89.346
Marau (RS),1.495.973,1.660.333,1.691.725,1.893.704,1.886.017
Marcelino Ramos (RS),86.467,94.060,102.150,109.495,113.446
Mariana Pimentel (RS),47.321,53.612,57.569,84.105,66.253
Mariano Moro (RS),42.654,48.178,47.726,48.799,46.019
Marques de Souza (RS),66.499,73.455,77.333,84.143,86.176
Mata (RS),83.148,89.068,93.967,109.746,107.344
Mato Castelhano (RS),103.149,97.426,110.348,110.541,81.864
Mato Leitão (RS),103.486,136.358,132.590,132.330,143.012
Mato Queimado (RS),47.611,44.566,44.216,54.541,50.115
Maximiliano de Almeida (RS),78.376,84.137,92.714,105.773,96.402
Minas do Leão (RS),122.882,131.306,164.677,174.946,164.686
Miraguaí (RS),119.039,125.068,126.028,140.861,117.940
Montauri (RS),48.639,48.255,53.768,56.575,54.162
Monte Alegre dos Campos (RS),42.969,49.246,58.006,72.357,72.180
Monte Belo do Sul (RS),100.405,119.416,120.030,114.497,88.018
Montenegro (RS),2.628.385,2.786.149,2.831.834,2.835.057,3.235.253
Mormaço (RS),80.158,77.079,82.748,86.020,89.523
Morrinhos do Sul (RS),46.931,53.570,51.847,60.578,58.639
Morro Redondo (RS),80.038,85.037,88.679,92.294,86.589
Morro Reuter (RS),126.408,136.191,148.083,170.088,171.607
Mostardas (RS),260.247,319.167,283.206,337.022,358.027
Muçum (RS),163.429,215.575,228.059,246.517,240.857
Muitos Capões (RS),317.668,373.443,435.627,513.256,378.072
Muliterno (RS),41.622,39.978,44.302,50.004,44.469
Não-Me-Toque (RS),1.121.023,1.081.327,983.550,1.006.651,1.147.124
Nicolau Vergueiro (RS),76.742,64.179,80.236,81.943,81.840
Nonoai (RS),285.037,278.817,330.609,369.664,365.514
Nova Alvorada (RS),116.029,129.813,136.290,153.721,160.414
Nova Araçá (RS),145.650,219.262,292.789,267.773,189.592
Nova Bassano (RS),696.245,863.950,667.228,540.804,458.306
Nova Boa Vista (RS),59.101,69.889,74.739,81.294,83.886
Nova Bréscia (RS),72.487,80.230,89.321,96.336,100.041
Nova Candelária (RS),101.733,113.652,116.127,131.118,142.619
Nova Esperança do Sul (RS),123.148,118.357,122.605,125.876,119.481
Nova Hartz (RS),647.047,725.990,652.308,601.394,611.215
Nova Pádua (RS),49.393,56.910,63.273,68.402,72.581
Nova Palma (RS),170.534,193.621,209.124,279.479,286.129
Nova Petrópolis (RS),563.598,611.768,669.394,698.994,735.117
Nova Prata (RS),860.400,845.114,996.278,1.096.582,1.162.976
Nova Ramada (RS),88.558,84.322,100.711,123.286,128.348
Nova Roma do Sul (RS),93.657,104.364,156.704,143.849,175.248
Nova Santa Rita (RS),916.384,1.081.917,1.088.456,1.144.392,1.301.255
Novo Cabrais (RS),68.268,77.556,82.837,78.405,86.655
Novo Hamburgo (RS),7.053.847,7.806.020,8.122.465,8.257.281,8.920.279
Novo Machado (RS),88.335,95.606,107.614,116.292,117.418
Novo Tiradentes (RS),43.271,42.403,44.166,54.411,45.727
Novo Xingu (RS),41.261,42.500,46.588,52.083,50.361
Novo Barreiro (RS),69.751,71.491,75.458,82.760,82.921
Osório (RS),1.037.035,1.161.130,1.253.351,1.326.459,1.660.333
Paim Filho (RS),76.708,90.423,94.685,105.740,100.979
Palmares do Sul (RS),266.145,301.955,407.236,419.084,464.591
Palmeira das Missões (RS),1.035.809,1.070.411,1.138.225,1.298.201,1.254.871
Palmitinho (RS),131.083,158.612,156.228,181.532,176.558
Panambi (RS),1.605.992,1.880.911,1.683.165,1.684.892,1.963.000
Pantano Grande (RS),238.519,258.029,271.894,316.531,330.364
Paraí (RS),212.141,242.133,249.485,264.414,271.341
Paraíso do Sul (RS),120.386,128.062,142.330,143.656,161.484
Pareci Novo (RS),67.348,73.924,78.591,83.994,89.597
Parobé (RS),959.060,1.101.374,1.089.027,1.059.509,1.145.069
Passa Sete (RS),84.227,84.371,89.702,83.838,107.245
Passo do Sobrado (RS),141.940,139.988,146.818,165.323,175.606
Passo Fundo (RS),7.232.715,7.385.322,7.817.190,8.342.538,8.636.758
Paulo Bento (RS),73.040,67.278,75.878,92.179,88.589
Paverama (RS),125.955,150.934,150.849,168.092,159.230
Pedras Altas (RS),61.503,65.060,101.750,96.427,107.418
Pedro Osório (RS),99.691,118.544,123.831,129.835,147.958
Pejuçara (RS),200.509,186.094,198.272,246.789,221.104
Pelotas (RS),5.967.011,6.658.158,7.391.651,8.103.230,8.417.418
Picada Café (RS),299.632,349.086,306.384,323.177,296.148
Pinhal (RS),57.475,60.490,64.487,71.854,72.583
Pinhal da Serra (RS),250.069,224.444,384.175,386.080,331.288
Pinhal Grande (RS),129.372,143.203,396.229,411.644,490.839
Pinheirinho do Vale (RS),65.455,74.212,73.899,73.561,85.946
Pinheiro Machado (RS),209.775,248.233,251.371,299.552,283.675
Pinto Bandeira (RS),32.844,36.172,47.092,52.350,48.325
Pirapó (RS),41.632,44.389,49.937,58.530,57.479
Piratini (RS),280.871,311.242,319.404,352.161,393.869
Planalto (RS),137.470,153.189,167.452,186.658,187.002
Poço das Antas (RS),58.403,59.034,62.817,69.359,80.415
Pontão (RS),189.458,144.815,206.348,241.104,222.571
Ponte Preta (RS),44.891,44.109,43.732,53.220,50.973
Portão (RS),971.377,1.144.795,1.141.179,1.113.614,1.099.223
Porto Alegre (RS),57.920.358,63.989.576,68.132.502,72.734.881,73.314.029
Porto Lucena (RS),78.950,79.135,88.547,100.967,101.493
Porto Mauá (RS),41.129,44.889,50.766,58.472,55.128
Porto Vera Cruz (RS),29.503,30.367,29.567,31.535,31.883
Porto Xavier (RS),129.139,126.416,143.121,159.234,160.842
Pouso Novo (RS),39.659,39.831,37.857,43.183,43.192
Presidente Lucena (RS),69.972,88.839,101.312,102.932,116.855
Progresso (RS),100.450,111.797,107.930,116.456,123.349
Protásio Alves (RS),45.307,47.701,50.531,52.194,51.376
Putinga (RS),75.064,83.947,88.125,90.852,95.909
Quaraí (RS),317.498,363.170,406.222,423.781,445.879
Quatro Irmãos (RS),81.272,87.465,100.548,115.553,109.054
Quevedos (RS),127.329,123.987,131.884,152.378,138.779
Quinze de Novembro (RS),135.456,128.531,128.549,135.245,135.239
Redentora (RS),130.731,134.986,143.071,162.894,157.571
Relvado (RS),42.691,45.823,47.097,48.627,46.015
Restinga Sêca (RS),323.497,351.872,381.607,405.739,430.282
Rio dos Índios (RS),71.520,63.642,74.263,79.773,78.355
Rio Grande (RS),8.147.934,7.355.045,7.272.308,9.661.299,9.229.286
Rio Pardo (RS),700.710,744.529,827.672,900.447,886.741
Riozinho (RS),104.082,114.339,111.259,108.942,111.504
Roca Sales (RS),324.411,394.011,421.165,437.432,438.538
Rodeio Bonito (RS),115.911,134.332,143.061,159.951,165.587
Rolador (RS),76.941,74.520,75.047,97.888,82.973
Rolante (RS),421.703,473.839,514.291,523.133,577.661
Ronda Alta (RS),229.019,250.179,261.922,310.299,283.503
Rondinha (RS),132.542,134.368,163.747,185.458,173.178
Roque Gonzales (RS),110.117,116.271,572.728,612.481,772.307
Rosário do Sul (RS),707.150,761.640,833.608,856.639,905.584
Sagrada Família (RS),47.172,52.316,54.451,59.942,54.076
Saldanha Marinho (RS),119.503,105.230,119.259,146.044,137.728
Salto do Jacuí (RS),238.069,236.673,471.099,572.270,619.014
Salvador das Missões (RS),84.730,87.126,98.891,111.600,116.099
Salvador do Sul (RS),256.098,268.183,270.128,273.132,289.990
Sananduva (RS),430.210,445.270,461.218,511.983,526.825
Santa Bárbara do Sul (RS),529.098,490.590,544.830,669.961,585.626
Santa Cecília do Sul (RS),59.167,64.464,64.676,73.892,69.165
Santa Clara do Sul (RS),161.392,218.576,218.324,221.437,247.646
Santa Cruz do Sul (RS),6.706.272,7.984.011,7.764.004,8.180.550,8.364.420
Santa Maria (RS),5.755.138,6.475.898,6.357.859,6.703.663,7.213.745
Santa Maria do Herval (RS),170.699,177.601,209.108,207.184,190.770
Santa Margarida do Sul (RS),128.551,130.708,181.592,184.070,178.699
Santana da Boa Vista (RS),115.205,130.848,166.138,191.598,168.893
Sant'Ana do Livramento (RS),1.319.803,1.459.030,1.901.570,2.312.633,2.586.304
Santa Rosa (RS),2.245.086,2.331.511,2.407.654,2.597.035,2.824.253
Santa Tereza (RS),31.315,35.661,36.651,36.612,40.299
Santa Vitória do Palmar (RS),639.803,787.276,834.575,899.586,944.571
Santiago (RS),852.813,959.555,1.087.456,1.199.378,1.276.635
Santo Ângelo (RS),1.758.880,1.872.948,2.033.730,2.212.878,2.340.762
Santo Antônio do Palma (RS),63.137,71.173,70.628,68.143,80.811
Santo Antônio da Patrulha (RS),965.228,1.060.835,1.063.289,1.130.283,1.288.248
Santo Antônio das Missões (RS),227.271,228.609,278.811,307.520,321.713
Santo Antônio do Planalto (RS),87.681,76.154,91.021,102.984,93.393
Santo Augusto (RS),410.087,407.133,466.559,513.984,535.121
Santo Cristo (RS),390.584,407.400,429.499,486.783,524.974
Santo Expedito do Sul (RS),53.461,58.846,62.075,71.000,66.646
São Borja (RS),1.481.005,1.505.300,1.613.083,1.683.002,1.762.674
São Domingos do Sul (RS),48.017,55.439,59.431,61.996,63.680
São Francisco de Assis (RS),321.504,338.516,371.758,437.161,447.033
São Francisco de Paula (RS),413.272,455.103,526.674,654.796,574.174
São Gabriel (RS),1.181.748,1.274.981,1.504.428,1.607.638,1.742.748
São Jerônimo (RS),418.310,486.950,535.063,571.731,562.845
São João da Urtiga (RS),100.909,116.418,113.945,121.198,120.807
São João do Polêsine (RS),52.465,64.357,69.234,71.177,73.452
São Jorge (RS),63.497,68.869,73.653,83.238,81.906
São José das Missões (RS),45.645,47.799,50.914,58.074,51.100
São José do Herval (RS),41.515,44.009,42.866,48.803,49.053
São José do Hortêncio (RS),98.606,119.050,122.166,121.001,115.497
São José do Inhacorá (RS),64.329,73.004,72.591,80.770,101.098
São José do Norte (RS),268.277,318.862,351.616,343.118,422.275
São José do Ouro (RS),224.328,257.755,242.010,331.857,258.448
São José do Sul (RS),45.462,52.857,55.062,70.554,62.529
São José dos Ausentes (RS),76.377,76.163,93.786,105.663,86.783
São Leopoldo (RS),5.862.969,6.745.534,6.931.385,7.198.241,7.932.255
São Lourenço do Sul (RS),781.834,893.257,943.535,1.072.593,1.093.313
São Luiz Gonzaga (RS),889.999,867.003,954.847,1.139.003,1.142.698
São Marcos (RS),547.947,592.415,624.841,628.863,750.822
São Martinho (RS),176.121,168.009,177.960,200.725,227.247
São Martinho da Serra (RS),151.422,150.088,157.883,184.554,158.740
São Miguel das Missões (RS),360.437,333.621,379.833,480.185,428.359
São Nicolau (RS),93.417,91.599,116.374,135.518,131.303
São Paulo das Missões (RS),111.861,114.276,122.726,146.406,149.744
São Pedro da Serra (RS),57.277,59.913,63.212,66.089,73.108
São Pedro das Missões (RS),40.488,51.934,57.250,67.572,58.529
São Pedro do Butiá (RS),66.767,70.346,76.963,93.086,91.612
São Pedro do Sul (RS),269.107,303.784,318.109,347.000,370.250
São Sebastião do Caí (RS),529.047,572.829,597.698,577.631,641.891
São Sepé (RS),552.217,649.801,694.728,768.337,824.804
São Valentim (RS),72.774,82.812,84.271,92.488,87.610
São Valentim do Sul (RS),42.658,46.131,48.875,51.083,54.928
São Valério do Sul (RS),47.377,44.362,48.448,59.996,52.905
São Vendelino (RS),70.980,53.198,59.471,62.957,68.796
São Vicente do Sul (RS),172.568,213.337,230.069,222.294,227.905
Sapiranga (RS),2.120.574,2.495.945,2.844.423,2.879.302,3.089.008
Sapucaia do Sul (RS),2.625.020,2.911.181,3.017.906,2.792.945,3.083.371
Sarandi (RS),611.702,712.313,754.853,783.973,853.505
Seberi (RS),259.528,268.561,299.623,323.865,314.504
Sede Nova (RS),82.143,80.743,83.304,90.393,90.128
Segredo (RS),107.417,110.462,120.284,117.837,131.734
Selbach (RS),170.756,181.680,188.394,215.172,215.257
Senador Salgado Filho (RS),70.874,72.615,80.325,93.295,80.300
Sentinela do Sul (RS),72.788,81.324,78.162,91.810,83.668
Serafina Corrêa (RS),479.729,572.883,577.077,608.893,619.437
Sério (RS),35.414,38.053,36.840,39.136,42.043
Sertão (RS),214.093,223.704,233.357,261.628,280.183
Sertão Santana (RS),118.047,132.286,149.651,177.855,216.641
Sete de Setembro (RS),50.735,50.510,53.475,69.667,62.059
Severiano de Almeida (RS),75.671,86.362,91.357,98.532,93.042
Silveira Martins (RS),40.106,41.468,46.036,51.002,48.424
Sinimbu (RS),162.523,178.309,182.903,196.002,197.185
Sobradinho (RS),304.207,312.520,323.079,354.400,374.504
Soledade (RS),577.025,625.887,694.270,759.997,867.908
Tabaí (RS),67.207,74.903,80.182,76.316,69.121
Tapejara (RS),634.319,683.784,752.294,857.070,969.699
Tapera (RS),302.529,326.420,356.197,418.273,415.412
Tapes (RS),272.362,293.788,324.782,350.695,362.052
Taquara (RS),1.003.041,1.139.267,1.205.348,1.158.893,1.275.866
Taquari (RS),558.242,647.112,676.012,677.623,663.515
Taquaruçu do Sul (RS),79.479,82.838,85.801,99.352,108.949
Tavares (RS),69.179,72.971,74.971,85.294,82.150
Tenente Portela (RS),264.242,289.900,334.380,363.137,399.270
Terra de Areia (RS),136.582,156.323,185.640,202.617,208.097
Teutônia (RS),958.225,1.029.998,1.043.217,1.182.113,1.294.740
Tio Hugo (RS),91.495,86.330,111.712,113.353,105.293
Tiradentes do Sul (RS),97.810,100.720,110.765,124.681,124.017
Toropi (RS),53.998,58.014,61.724,65.862,65.416
Torres (RS),737.996,858.163,978.108,1.087.933,1.107.111
Tramandaí (RS),722.092,826.133,876.263,944.760,951.927
Travesseiro (RS),55.107,62.418,58.725,59.793,61.335
Três Arroios (RS),105.347,130.637,67.831,75.841,72.121
Três Cachoeiras (RS),166.401,195.343,204.828,233.997,231.086
Três Coroas (RS),775.405,902.764,917.349,864.139,915.626
Três de Maio (RS),661.342,758.429,849.516,938.685,980.796
Três Forquilhas (RS),42.154,46.039,50.946,58.197,51.204
Três Palmeiras (RS),96.148,99.681,108.386,133.592,124.196
Três Passos (RS),545.957,591.335,665.366,721.244,786.603
Trindade do Sul (RS),129.219,132.621,151.153,160.393,163.437
Triunfo (RS),5.877.459,5.104.151,7.479.634,7.653.373,8.762.414
Tucunduva (RS),154.298,173.440,175.756,202.642,201.850
Tunas (RS),63.643,64.688,71.330,69.622,84.803
Tupanci do Sul (RS),38.839,42.681,38.846,46.565,45.021
Tupanciretã (RS),998.375,934.684,1.017.709,1.165.022,1.087.289
Tupandi (RS),314.851,368.013,419.802,397.430,448.417
Tuparendi (RS),207.140,221.302,238.077,275.416,266.777
Turuçu (RS),71.944,79.927,82.561,88.178,97.356
Ubiretama (RS),44.889,48.108,50.040,60.210,58.189
União da Serra (RS),44.234,48.571,50.187,55.342,50.886
Unistalda (RS),44.845,45.757,54.071,62.120,59.700
Uruguaiana (RS),2.094.172,2.295.321,2.626.713,2.609.550,2.801.210
Vacaria (RS),1.661.302,1.746.093,1.925.545,2.068.242,2.192.253
Vale Verde (RS),64.158,70.755,73.844,79.788,76.569
Vale do Sol (RS),196.373,209.694,217.659,223.347,226.335
Vale Real (RS),87.123,104.465,112.355,136.315,123.043
Vanini (RS),47.376,50.558,51.688,56.548,56.958
Venâncio Aires (RS),2.586.805,2.810.526,2.835.910,2.676.791,2.767.040
Vera Cruz (RS),568.609,613.024,603.937,586.889,610.087
Veranópolis (RS),870.189,1.011.306,1.134.792,1.172.393,1.416.064
Vespasiano Corrêa (RS),51.801,55.641,57.175,64.551,63.367
Viadutos (RS),119.373,138.828,145.607,164.601,127.060
Viamão (RS),2.686.087,3.085.284,3.239.885,3.483.649,3.454.775
Vicente Dutra (RS),77.851,80.196,78.519,98.932,91.130
Victor Graeff (RS),148.880,116.094,145.378,154.739,137.430
Vila Flores (RS),139.009,163.851,145.834,149.587,155.477
Vila Lângaro (RS),87.872,73.792,89.755,98.593,95.477
Vila Maria (RS),192.490,188.119,183.625,207.996,205.674
Vila Nova do Sul (RS),77.787,86.347,96.832,118.511,119.809
Vista Alegre (RS),53.171,62.572,60.065,72.908,76.833
Vista Alegre do Prata (RS),43.446,48.993,50.767,55.090,50.929
Vista Gaúcha (RS),54.189,60.645,63.827,64.361,67.382
Vitória das Missões (RS),64.489,64.827,72.609,87.021,85.543
Westfália (RS),105.690,112.312,120.930,137.422,153.357
Xangri-lá (RS),309.047,366.215,426.194,510.803,484.248
Água Clara (MS),467.016,517.388,880.611,1.117.994,1.488.597
Alcinópolis (MS),127.831,142.839,161.964,157.020,164.084
Amambai (MS),634.729,707.179,785.668,877.535,902.582
Anastácio (MS),287.909,330.812,394.893,412.493,420.613
Anaurilândia (MS),182.226,173.495,179.983,213.355,204.706
Angélica (MS),431.215,413.540,535.934,627.620,721.712
Antônio João (MS),126.254,139.141,192.022,200.164,231.105
Aparecida do Taboado (MS),796.639,757.556,802.675,893.779,1.036.425
Aquidauana (MS),668.906,764.689,808.242,878.908,918.064
Aral Moreira (MS),466.767,492.122,457.432,582.126,477.802
Bandeirantes (MS),226.345,256.196,287.363,323.623,327.142
Bataguassu (MS),491.164,628.139,617.796,746.642,792.213
Batayporã (MS),304.707,320.610,297.809,344.715,339.171
Bela Vista (MS),349.891,405.190,418.936,481.044,515.719
Bodoquena (MS),180.132,190.114,197.649,196.512,209.389
Bonito (MS),432.151,536.410,562.633,635.170,681.895
Brasilândia (MS),442.524,759.115,568.556,486.633,519.080
Caarapó (MS),889.298,933.103,1.067.181,1.249.926,1.183.687
Camapuã (MS),296.455,324.496,355.421,398.006,408.816
Campo Grande (MS),20.729.779,23.823.064,24.200.572,25.451.899,27.042.476
Caracol (MS),89.274,98.314,106.411,117.014,117.228
Cassilândia (MS),420.447,473.027,474.457,521.877,553.370
Chapadão do Sul (MS),1.123.248,1.392.018,1.510.448,1.499.341,1.486.531
Corguinho (MS),78.034,89.847,99.611,107.725,107.551
Coronel Sapucaia (MS),155.499,169.173,178.055,182.831,192.827
Corumbá (MS),2.665.319,3.100.949,2.741.872,2.630.591,2.869.983
Costa Rica (MS),1.059.655,1.150.491,1.294.608,1.494.111,1.482.228
Coxim (MS),671.703,758.510,787.168,816.875,840.011
Deodápolis (MS),188.761,216.030,226.139,245.742,264.111
Dois Irmãos do Buriti (MS),169.057,171.471,313.208,193.598,186.813
Douradina (MS),83.618,79.449,103.769,114.893,119.982
Dourados (MS),5.622.984,6.957.447,7.295.407,7.827.594,8.329.689
Eldorado (MS),264.238,260.354,287.677,324.756,353.752
Fátima do Sul (MS),309.421,329.204,357.299,403.495,470.705
Figueirão (MS),61.517,72.680,85.506,95.817,96.498
Glória de Dourados (MS),127.805,149.176,160.713,173.134,190.015
Guia Lopes da Laguna (MS),149.547,178.964,194.275,220.671,233.581
Iguatemi (MS),331.140,334.791,365.288,398.980,382.632
Inocência (MS),179.532,208.699,229.390,245.273,262.186
Itaporã (MS),478.296,524.677,578.760,651.574,648.882
Itaquiraí (MS),393.194,447.455,455.741,616.741,614.872
Ivinhema (MS),578.832,660.934,796.823,1.034.594,1.091.462
Japorã (MS),83.031,82.794,81.698,103.130,123.782
Jaraguari (MS),129.227,131.889,153.132,265.973,191.747
Jardim (MS),379.233,440.559,456.622,532.511,528.355
Jateí (MS),136.896,165.153,192.937,255.086,270.487
Juti (MS),144.821,166.015,171.375,272.410,250.998
Ladário (MS),217.239,316.456,281.178,277.079,294.878
Laguna Carapã (MS),301.031,333.517,379.464,409.440,427.607
Maracaju (MS),1.783.231,1.817.349,2.055.476,2.313.444,2.386.846
Miranda (MS),361.849,399.319,431.483,462.982,500.881
Mundo Novo (MS),334.444,369.832,385.185,430.285,463.454
Naviraí (MS),1.194.054,1.350.499,1.355.461,1.505.871,1.481.033
Nioaque (MS),185.836,216.909,230.828,250.433,253.276
Nova Alvorada do Sul (MS),833.869,904.588,1.139.115,1.427.692,1.434.427
Nova Andradina (MS),1.408.110,1.694.983,1.570.148,1.824.708,2.008.457
Novo Horizonte do Sul (MS),120.818,120.083,138.982,159.909,185.797
Paraíso das Águas (MS),282.660,344.579,440.584,484.056,618.054
Paranaíba (MS),872.942,1.011.809,1.106.217,1.171.747,1.192.607
Paranhos (MS),118.904,128.147,145.192,164.975,159.638
Pedro Gomes (MS),150.138,174.118,196.866,204.176,206.438
Ponta Porã (MS),1.785.684,2.091.128,2.257.506,2.583.871,2.642.105
Porto Murtinho (MS),271.139,286.960,292.009,311.524,321.355
Ribas do Rio Pardo (MS),594.452,667.812,876.783,915.437,967.028
Rio Brilhante (MS),1.451.388,1.475.578,1.683.094,2.203.357,2.077.345
Rio Negro (MS),69.796,78.200,91.990,93.810,87.575
Rio Verde de Mato Grosso (MS),348.139,368.742,400.840,429.246,446.401
Rochedo (MS),110.099,140.733,140.159,175.714,176.279
Santa Rita do Pardo (MS),155.779,245.813,239.230,400.678,441.579
São Gabriel do Oeste (MS),1.041.096,1.204.776,1.376.367,1.546.832,1.412.971
Sete Quedas (MS),159.139,169.551,188.305,212.309,206.944
Selvíria (MS),1.668.012,1.863.504,1.590.244,1.980.488,1.757.882
