Municipio,UF,População,Total Despesa
São Miguel das Matas,BA,11105,18051239.4
São Miguel das Missões,RS,7698,21967768.76
São Miguel do Aleixo,SE,3859,11351298.65
São Miguel do Anta,MG,6991,12322125.52
São Miguel do Araguaia,GO,22773,50140374.98
São Miguel do Fidalgo,PI,2995,7472339.66
São Miguel do Gostoso,RN,9237,15812190.62
São Miguel do Guamá,PA,54417,74437435.56
São Miguel do Guaporé,RO,23668,37344784.4
São Miguel do Iguaçu,PR,26920,69865349.87
São Miguel do Oeste,SC,38162,65811485.54
São Miguel do Passa Quatro,GO,3935,11126920.55
São Miguel do Tapuio,PI,18162,26004943.79
São Miguel do Tocantins,TO,11271,14752878.87
São Miguel dos Campos,AL,59077,115021474.44
São Miguel dos Milagres,AL,7709,17016340.33
São Nicolau,RS,5794,15398436.24
São Patrício,GO,2054,10453014.81
São Paulo,SP,11821873,39136092195.15
São Paulo das Missões,RS,6425,14914009.3
São Paulo de Olivença,AM,34963,53932427.16
São Paulo do Potengi,RN,16888,26997558.94
São Pedro,RN,6296,10832329.09
São Pedro,SP,33638,64145828.34
São Pedro da Aldeia,RJ,93659,156109043.99
São Pedro da Cipa,MT,4341,7987137.78
São Pedro da Serra,RS,3522,12985050.2
São Pedro da União,MG,5054,12309621.69
São Pedro da Água Branca,MA,12287,27630105.75
São Pedro das Missões,RS,1969,9859747.58
São Pedro de Alcântara,SC,5139,10801269.15
São Pedro do Butiá,RS,2975,12716991.68
São Pedro do Iguaçu,PR,6495,13177250.15
São Pedro do Ivaí,PR,10664,20904272.78
São Pedro do Paraná,PR,2506,10521878.49
São Pedro do Piauí,PI,13913,22492552.59
São Pedro do Suaçuí,MG,5616,10613576.14
São Pedro do Sul,RS,16817,31337134.34
São Pedro do Turvo,SP,7508,20790068.62
São Pedro dos Crentes,MA,4520,9959360.73
São Pedro dos Ferros,MG,8397,12822697.95
São Rafael,RN,8351,13652963.77
São Raimundo Nonato,PI,33400,57025328.64
São Raimundo das Mangabeiras,MA,18093,36600431.05
São Raimundo do Doca Bezerra,MA,5554,11111438.65
São Roberto,MA,6329,15567842.71
São Romão,MG,11179,18629689.6
São Roque,SP,84460,182414255.42
São Roque de Minas,MG,6973,15224559.76
São Roque do Canaã,ES,12179,25313421.72
São Salvador do Tocantins,TO,3030,8891390.25
São Sebastião,AL,33826,60021697.8
São Sebastião,SP,80379,506993639.95
São Sebastião da Amoreira,PR,8917,13704512.44
São Sebastião da Bela Vista,MG,5249,11479159.81
São Sebastião da Boa Vista,PA,24363,39041296.81
São Sebastião da Grama,SP,12394,25616535.6
São Sebastião da Vargem Alegre,MG,2936,11224921.22
São Sebastião de Lagoa de Roça,PB,11495,21180442.97
São Sebastião do Alto,RJ,9012,34838206.74
São Sebastião do Anta,MG,6140,13301667.27
São Sebastião do Caí,RS,23128,48594630.7
São Sebastião do Maranhão,MG,10740,15167739.5
São Sebastião do Oeste,MG,6255,16557523.47
São Sebastião do Paraíso,MG,68518,125724841.16
São Sebastião do Passé,BA,45090,73719384.26
São Sebastião do Rio Preto,MG,1622,9499154.75
São Sebastião do Rio Verde,MG,2206,7763785.01
São Sebastião do Tocantins,TO,4553,8941501.04
São Sebastião do Uatumã,AM,12115,16723850.27
São Sebastião do Umbuzeiro,PB,3380,8856015.16
São Sepé,RS,24465,48016250.0
São Simão,GO,18493,76806576.45
São Simão,SP,14976,41425451.54
São Tiago,MG,10955,14322845.34
São Tomás de Aquino,MG,7257,14287313.05
São Tomé,PR,5595,16923581.1
São Tomé,RN,11187,19067643.9
São Tomé das Letras,MG,6962,11398721.9
São Valentim,RS,3665,10857850.23
São Valentim do Sul,RS,2249,9901223.77
São Valério,TO,4322,8449835.34
São Valério do Sul,RS,2743,8507011.85
São Vendelino,RS,2062,10912612.85
São Vicente,RN,6328,12916271.73
São Vicente,SP,350465,711073483.49
São Vicente Ferrer,MA,21445,29512669.15
São Vicente Ferrer,PE,17612,28854548.53
São Vicente de Minas,MG,7420,13303051.92
São Vicente do Seridó,PB,10701,17340824.94
São Vicente do Sul,RS,8754,19266224.93
Sério,RS,2277,9977938.65
Sítio Novo,MA,17449,30395831.34
Sítio Novo,RN,5333,11109093.35
Sítio Novo do Tocantins,TO,9297,14887757.38
Sítio d'Abadia,GO,2941,10305450.47
Sítio do Mato,BA,13188,20840638.1
Tabaporã,MT,9678,30584489.91
Tabapuã,SP,11949,28665807.25
Tabatinga,AM,58314,79585691.8
Tabatinga,SP,15590,32058361.35
Tabaí,RS,4385,11784715.61
Tabira,PE,27591,36488587.86
Tabocas do Brejo Velho,BA,12990,20220830.06
Tabocão,TO,2527,9194754.81
Taboleiro Grande,RN,2468,8612847.89
Taboão da Serra,SP,264352,591991549.27
Tabuleiro,MG,4085,8900092.05
Tabuleiro do Norte,CE,30018,44009861.59
Tacaimbó,PE,12932,21791174.05
Tacaratu,PE,23833,33996611.17
Taciba,SP,6023,27505893.12
Tacima,PB,10665,16065293.04
Tacuru,MS,10777,26134742.09
Taguatinga,TO,15931,22022940.85
Taguaí,SP,12034,23378081.27
Taiaçu,SP,6153,15066547.0
Tailândia,PA,90552,100944769.35
Taiobeiras,MG,32698,55695994.48
Taipas do Tocantins,TO,2056,6232961.89
Taipu,RN,12301,22978492.32
Taió,SC,17856,39600900.93
Taiúva,SP,5606,15670020.04
Talismã,TO,2695,9210520.5
Tamandaré,PE,22046,47469654.03
Tamarana,PR,13298,21419571.57
Tambaú,SP,23159,55539104.79
Tamboara,PR,4915,11926276.55
Tamboril,CE,25675,45524989.17
Tamboril do Piauí,PI,2826,7558629.14
Tanabi,SP,25199,59185557.59
Tangará,RN,15175,23062957.27
Tangará,SC,8777,22482598.08
Tangará da Serra,MT,90252,148731063.44
Tanguá,RJ,31844,73104571.77
Tanhaçu,BA,21246,38678018.36
Tanque Novo,BA,17493,27362172.36
Tanque d'Arca,AL,6374,14796768.56
Tanque do Piauí,PI,2683,7438173.88
Tanquinho,BA,8510,12686017.63
Taparuba,MG,3210,10239415.97
Tapauá,AM,18383,37423634.11
Tapejara,PR,15434,27234310.38
Tapejara,RS,20905,43628488.45
Tapera,RS,10789,24559573.01
Taperoá,BA,20474,35196568.92
Taperoá,PB,15190,22197154.55
Tapes,RS,17273,32064481.79
Tapira,MG,4423,24753909.77
Tapira,PR,5906,13795149.37
Tapiramutá,BA,17345,28338138.02
Tapiratiba,SP,13091,30833669.24
Tapiraí,MG,1923,7302620.18
Tapiraí,SP,8125,20349352.28
Tapurah,MT,11586,33521449.43
Taquara,RS,56896,93739250.3
Taquaral,SP,2814,12462066.79
Taquaral de Goiás,GO,3628,10934330.22
Taquarana,AL,19725,38232239.04
Taquaraçu de Minas,MG,3980,12476615.96
Taquari,RS,27039,40854211.55
Taquaritinga,SP,56204,128182970.81
Taquaritinga do Norte,PE,26772,40688964.73
Taquarituba,SP,23083,50738219.36
Taquarivaí,SP,5489,17497386.44
Taquarussu,MS,3570,18918227.79
Taquaruçu do Sul,RS,3078,11861971.01
Tarabai,SP,7028,17434800.55
Tarauacá,AC,37571,45419607.17
Tarrafas,CE,8949,19605985.52
Tartarugalzinho,AP,14292,18298114.0
Tarumirim,MG,14677,16776625.78
Tarumã,SP,13845,42533765.26
Tasso Fragoso,MA,8130,27542921.66
Tatuí,SP,114314,231435418.45
Taubaté,SP,296431,742985846.54
Tauá,CE,57246,99448861.6
Tavares,PB,14467,22445361.56
Tavares,RS,5539,12324783.43
Tefé,AM,62885,104702706.46
Teixeira,PB,14739,21568586.26
Teixeira Soares,PR,11140,25496223.23
Teixeira de Freitas,BA,153385,230000000.0
Teixeiras,MG,11745,16961479.96
Teixeirópolis,RO,5080,12865680.73
Tejupá,SP,4828,14568183.25
Tejuçuoca,CE,18083,33164730.15
Telha,SE,3117,11187093.55
Telêmaco Borba,PR,74270,123178231.19
Tenente Ananias,RN,10468,10867738.7
Tenente Laurentino Cruz,RN,5843,11918469.59
Tenente Portela,RS,14075,28293401.18
Tenório,PB,2951,8730741.13
Teodoro Sampaio,BA,8125,15079134.71
Teodoro Sampaio,SP,22424,53768192.22
Teofilândia,BA,22873,39497616.96
Teolândia,BA,15016,27336340.82
Teotônio Vilela,AL,43605,79798463.52
Terenos,MS,18942,42922413.01
Teresina,PI,836475,1817627336.58
Teresina de Goiás,GO,3213,9540422.56
Teresópolis,RJ,169849,390190965.66
Terezinha,PE,6991,16300281.38
Terezópolis de Goiás,GO,7132,12845460.83
Terra Boa,PR,16562,29369140.74
Terra Nova,BA,13526,21659557.63
Terra Nova,PE,9916,16108196.2
Terra Nova do Norte,MT,10621,26280392.6
Terra Rica,PR,16063,29383621.17
Terra Roxa,PR,17402,30533117.59
Terra Roxa,SP,8969,21184323.32
Terra Santa,PA,17614,33340062.18
Terra de Areia,RS,10467,18956145.02
Tesouro,MT,3482,8807144.26
Teutônia,RS,29411,62811987.84
Teófilo Otoni,MG,140067,230990828.25
Theobroma,RO,11343,25036411.6
Tianguá,CE,72110,103537912.98
Tibagi,PR,20184,44767937.04
Tibau,RN,3935,14268067.75
Tibau do Sul,RN,12708,27079328.84
Tietê,SP,39324,107201125.79
Tigrinhos,SC,1746,9481894.03
Tijucas,SC,33847,75131148.62
Tijucas do Sul,PR,15575,28929304.06
Timbaúba,PE,54115,84962654.47
Timbaúba dos Batistas,RN,2398,8333834.24
Timbiras,MA,28368,36091825.19
Timbé do Sul,SC,5387,12775028.58
Timbó,SC,39740,103708445.78
Timbó Grande,SC,7495,18407757.85
Timon,MA,161721,244980813.19
Timóteo,MG,86014,150802435.25
Tio Hugo,RS,2874,11994866.49
Tiradentes,MG,7457,14223926.89
Tiradentes do Sul,RS,6484,14001568.41
Tiros,MG,6955,16714774.85
Tobias Barreto,SE,50557,68616675.6
Tocantins,MG,16494,24496943.02
Tocantinópolis,TO,23165,31974749.9
Tocantínia,TO,7158,12432407.95
Tocos do Moji,MG,4099,9195609.72
Toledo,MG,6066,13321953.12
Toledo,PR,128448,261851561.74
Tomar do Geru,SE,13192,24496824.43
Tomazina,PR,8776,14963286.12
Tombos,MG,9321,16186604.85
Tomé-Açu,PA,59112,107624319.15
Tonantins,AM,18162,35851220.34
Toritama,PE,39913,48965677.32
Torixoréu,MT,3859,12980394.31
Toropi,RS,3007,8854212.47
Torre de Pedra,SP,2354,8408177.5
Torres,RS,36595,88101171.99
Torrinha,SP,9754,20989646.07
Touros,RN,32942,47336321.94
Trabiju,SP,1635,9202873.2
Tracuateua,PA,28775,42950233.54
Tracunhaém,PE,13497,16822083.05
Traipu,AL,27488,46035368.63
Trairi,CE,53561,67373942.71
Trairão,PA,17670,35283406.48
Trajano de Moraes,RJ,10347,45750635.0
Tramandaí,RS,45079,126090216.79
Travesseiro,RS,2387,10238796.05
Tremedal,BA,18560,28862066.11
Tremembé,SP,43871,78696386.58
Treviso,SC,3706,17737863.56
Treze de Maio,SC,7036,13546289.5
Trindade,GO,113447,117975017.24
Trindade,PE,27756,50158871.96
Trindade do Sul,RS,5962,14638346.1
Triunfo,PB,9410,13982506.89
Triunfo,PE,15280,29169359.75
Triunfo,RS,27394,152690141.0
Trizidela do Vale,MA,19559,26128509.83
Trombudo Central,SC,6901,16912645.73
Três Arroios,RS,2898,11088947.17
Três Barras,SC,18740,52673770.17
Três Barras do Paraná,PR,12196,28863894.85
Três Cachoeiras,RS,10707,19022907.87
Três Corações,MG,76734,133804806.82
Três Coroas,RS,25535,50815247.94
Três Forquilhas,RS,2953,9637574.16
Três Fronteiras,SP,5669,22280582.21
Três Lagoas,MS,109633,334288028.05
Três Marias,MG,30302,65763725.41
Três Palmeiras,RS,4487,12757062.81
Três Passos,RS,24665,51359911.57
Três Pontas,MG,56156,90179691.63
Três Ranchos,GO,2895,13747123.61
Três Rios,RJ,78723,216962716.8
Três de Maio,RS,24471,42667528.01
Tubarão,SC,101284,151928960.81
Tucano,BA,55923,75330757.14
Tucumã,PA,36021,63112985.31
Tucunduva,RS,6024,14446104.61
Tucuruí,PA,103619,232941477.0
Tufilândia,MA,5681,26485961.11
Tuiuti,SP,6369,15394001.76
Tumiritinga,MG,6593,13121592.42
Tunas,RS,4565,13089347.83
Tunas do Paraná,PR,7127,12855555.71
Tuneiras do Oeste,PR,8887,17462251.87
Tuntum,MA,40273,1.0
Tunápolis,SC,4660,14084487.11
Tupaciguara,MG,25171,49019766.0
Tupanatinga,PE,25882,55429004.05
Tupanci do Sul,RS,1598,7793160.74
Tupanciretã,RS,23314,50819560.51
Tupandi,RS,4248,22539440.14
Tuparendi,RS,8663,19503966.0
Tuparetama,PE,8129,17619289.1
Tupi Paulista,SP,14976,32710759.21
Tupirama,TO,1718,6579193.57
Tupiratins,TO,2342,8198298.69
Tupã,SP,65540,123113243.27
Tupãssi,PR,8243,22189347.86
Turiaçu,MA,34554,30449520.69
Turilândia,MA,24190,26541892.38
Turiúba,SP,2000,11338261.35
Turmalina,MG,19114,30564131.87
Turmalina,SP,1942,10655181.62
Tururu,CE,15224,26844178.83
Turuçu,RS,3608,10633175.2
Turvelândia,GO,4751,24306430.04
Turvo,PR,13937,27374854.39
Turvo,SC,12353,30755559.85
Turvolândia,MG,4897,10084194.51
Turvânia,GO,4897,11198205.03
Tutóia,MA,55705,72091514.01
Uauá,BA,25274,38089487.77
Ubaitaba,BA,21183,34623439.58
Ubajara,CE,33205,46307857.25
Ubaporanga,MG,12487,17559802.63
Ubarana,SP,5732,17864718.96
Ubatuba,SP,84377,205806947.02
Ubatã,BA,27312,29307309.38
Ubaí,MG,12248,19069587.05
Ubaíra,BA,21897,31687940.35
Uberaba,MG,315360,720700040.14
Uberlândia,MG,646673,1366653955.52
Ubirajara,SP,4637,12395542.63
Ubiratã,PR,21971,42267884.77
Ubiretama,RS,2302,9445033.13
Ubá,MG,108493,128661986.25
Uchoa,SP,9885,27629850.16
Uibaí,BA,14436,24361086.88
Uiraúna,PB,15062,22767120.04
Ulianópolis,PA,49972,54133574.78
Umari,CE,7660,13566673.96
Umarizal,RN,10893,18440322.83
Umbaúba,SE,23950,39075199.65
Umburanas,BA,18635,27638230.91
Umburatiba,MG,2746,10655601.19
Umbuzeiro,PB,9862,14476514.87
Umirim,CE,19349,29202867.34
Umuarama,PR,106387,202990729.96
Una,BA,22989,44089258.16
Unaí,MG,81693,140871345.06
Uniflor,PR,2570,9644885.28
Unistalda,RS,2497,8604681.25
União,PI,43403,52090682.29
União Paulista,SP,1712,9260464.1
União da Serra,RS,1457,8805721.8
União da Vitória,PR,55467,102656427.84
União de Minas,MG,4498,15254720.11
União do Oeste,SC,2802,11057538.63
União do Sul,MT,3639,13565968.5
União dos Palmares,AL,65495,102088229.01
Upanema,RN,13939,25288797.07
Urandi,BA,17239,26047170.8
Urbano Santos,MA,26833,31841688.84
Uru,SP,1252,10884640.26
Uruana,GO,14184,23310268.97
Uruana de Minas,MG,3326,11601739.97
Uruará,PA,44731,61226554.64
Uruaçu,GO,38854,28252715.57
Urubici,SC,11012,22015730.42
Uruburetama,CE,20768,33829772.76
Urucará,AM,17367,33275712.78
Urucuia,MG,14963,23947211.41
Urucurituba,AM,20091,27408509.83
Urucânia,MG,10581,19245714.54
Uruguaiana,RS,129504,170444538.77
Uruoca,CE,13348,23547932.79
Urupema,SC,2507,8909471.1
Urupá,RO,13491,21357706.67
Urupês,SP,13345,29550930.71
Urussanga,SC,20826,46884093.74
Urutaí,GO,3153,15166686.96
Uruçuca,BA,22004,36614391.28
Uruçuí,PI,20779,50708408.76
Urânia,SP,9121,19365102.19
Utinga,BA,19516,29593105.88
Vacaria,RS,64252,117427413.78
Vale Real,RS,5447,13329941.38
Vale Verde,RS,3404,10507857.4
Vale de São Domingos,MT,3050,10524818.34
Vale do Anari,RO,10518,15552529.2
Vale do Paraíso,RO,8425,18589696.45
Vale do Sol,RS,11563,22734450.82
Valente,BA,27162,39443435.12
Valentim Gentil,SP,12012,22577354.8
Valença,BA,96287,131266072.22
Valença,RJ,73154,128530305.01
Valença do Piauí,PI,20541,28906533.58
Valinhos,SP,116308,358851832.36
Valparaíso,SP,24323,58848769.57
Valparaíso de Goiás,GO,146694,194688404.81
Vanini,RS,2071,9595069.14
Vargem,SC,2718,10820238.27
Vargem,SP,9550,18954917.4
Vargem Alegre,MG,6635,12027694.01
Vargem Alta,ES,20744,49149181.71
Vargem Bonita,MG,2216,9861712.09
Vargem Bonita,SC,4752,16196689.55
Vargem Grande,MA,52937,65350000.0
Vargem Grande Paulista,SP,47013,103411043.65
Vargem Grande do Rio Pardo,MG,4942,10615603.18
Vargem Grande do Sul,SP,41279,73845840.02
Vargeão,SC,3590,13113436.32
Varginha,MG,130139,238505739.56
Varjota,CE,18024,32570129.8
Varjão,GO,3798,10829648.3
Varjão de Minas,MG,6558,15654844.6
Varre-Sai,RJ,9861,34118567.26
Varzedo,BA,9449,16098235.17
Varzelândia,MG,19678,26602531.17
Vassouras,RJ,35112,97620116.39
Vazante,MG,20506,39635266.52
Venda Nova do Imigrante,ES,22873,48861801.35
Venha-Ver,RN,4050,13120746.94
Ventania,PR,10763,18640460.46
Venturosa,PE,17455,31704596.92
Venâncio Aires,RS,69154,126929127.03
Vera,MT,10561,28519241.28
Vera Cruz,BA,41524,73473912.88
Vera Cruz,RN,11644,17714870.32
Vera Cruz,RS,25338,51490677.8
Vera Cruz,SP,11032,20999956.13
Vera Cruz do Oeste,PR,9081,19617481.79
Vera Mendes,PI,3020,8992885.53
Veranópolis,RS,24252,60143126.81
Verdejante,PE,9408,23481490.85
Verdelândia,MG,8875,14700323.13
Vereda,BA,6781,16005333.52
Veredinha,MG,5746,12015565.7
Vermelho Novo,MG,4859,11472154.71
Vertente do Lério,PE,7859,17585527.03
Vertentes,PE,19457,29952902.48
Verê,PR,7911,15881707.92
Veríssimo,MG,3733,12689918.06
Vespasiano,MG,114365,186394710.59
Vespasiano Corrêa,RS,1997,9516521.72
Viadutos,RS,5344,12380699.03
Viamão,RS,250028,252897002.52
Viana,ES,72115,151387587.46
Viana,MA,50687,1.0
Vianópolis,GO,13227,28841506.15
Vicente Dutra,RS,5305,12413233.88
Vicentina,MS,6013,16532269.7
Vicentinópolis,GO,7933,21445309.06
Victor Graeff,RS,3091,13501231.41
Vicência,PE,31866,48436106.53
Vidal Ramos,SC,6377,16256705.64
Videira,SC,49768,107762293.87
Vieiras,MG,3790,10192617.91
Vieirópolis,PB,5228,10452263.51
Vigia,PA,50055,46964803.37
Vila Boa,GO,5246,13587908.86
Vila Flor,RN,3056,9159100.08
Vila Flores,RS,3341,11494288.92
Vila Lângaro,RS,2202,10013117.62
Vila Maria,RS,4377,14568080.63
Vila Nova do Piauí,PI,3010,8673897.6
Vila Nova do Sul,RS,4359,12241925.85
Vila Nova dos Martírios,MA,12352,18395706.09
Vila Pavão,ES,9272,23409319.41
Vila Propício,GO,5460,15673313.56
Vila Rica,MT,22990,32803288.21
Vila Valério,ES,14614,35631679.03
Vila Velha,ES,458489,730875395.3
Vilhena,RO,87727,163940789.24
Vinhedo,SP,69845,356826287.1
Viradouro,SP,18191,36652417.13
Virgem da Lapa,MG,14016,20032722.88
Virginópolis,MG,10830,17089794.47
Virgolândia,MG,5720,10726583.08
Virgínia,MG,8864,18460755.78
Virmond,PR,4075,12723208.56
Visconde do Rio Branco,MG,40356,60846631.8
Viseu,PA,58323,93762166.18
Vista Alegre,RS,2899,11578947.35
Vista Alegre do Alto,SP,7652,22036918.04
Vista Alegre do Prata,RS,1614,10290058.4
Vista Gaúcha,RS,2862,12014901.25
Vista Serrana,PB,3675,8843485.61
Vitor Meireles,SC,5190,13032592.0
Vitorino,PR,6775,14597314.93
Vitorino Freire,MA,30959,48872245.42
Vitória,ES,348268,1498180360.68
Vitória Brasil,SP,1809,10103610.58
Vitória da Conquista,BA,336987,475096792.02
Vitória das Missões,RS,3510,11461174.24
Vitória de Santo Antão,PE,133907,191388792.97
Vitória do Jari,AP,13724,24448779.44
Vitória do Mearim,MA,31793,1.0
Vitória do Xingu,PA,14072,131203258.04
Viçosa,AL,26289,54712930.89
Viçosa,MG,76147,141410782.42
Viçosa,RN,1696,8249340.33
Viçosa do Ceará,CE,57719,79093355.54
Volta Grande,MG,5258,12217854.17
Volta Redonda,RJ,261522,855972900.0
Votorantim,SP,115585,258628095.66
Votuporanga,SP,89715,191931031.55
Várzea,PB,2668,8963533.05
Várzea,RN,5467,10118488.38
Várzea Alegre,CE,39651,56809736.6
Várzea Branca,PI,4910,13941406.6
Várzea Grande,MT,262880,362530063.67
Várzea Grande,PI,4346,8390112.53
Várzea Nova,BA,13581,21065109.37
Várzea Paulista,SP,114170,180185956.25
Várzea da Palma,MG,37879,51285753.4
Várzea da Roça,BA,14654,27804497.39
Várzea do Poço,BA,9309,14324083.12
Wagner,BA,9504,14421970.64
Wall Ferraz,PI,4355,8821876.27
Wanderley,BA,13089,22010288.49
Wanderlândia,TO,11450,17415393.69
Wenceslau Braz,MG,2619,8359492.42
Wenceslau Braz,PR,19838,31422762.31
Wenceslau Guimarães,BA,23046,48630102.92
Westfália,RS,2925,16376426.17
Witmarsum,SC,3769,11843700.69
Xambioá,TO,11736,20954117.76
Xambrê,PR,6077,16636860.0
Xangri-lá,RS,13689,58497309.95
Xanxerê,SC,46981,79584251.82
Xapuri,AC,17021,19018620.58
Xavantina,SC,4124,16023455.01
Xaxim,SC,27039,59402860.28
Xexéu,PE,14513,31594524.09
Xinguara,PA,42085,74254052.28
Xique-Xique,BA,48100,71400169.58
Zabelê,PB,2169,8638315.27
Zacarias,SP,2509,16085796.27
Zortéa,SC,3153,12546287.96
Zé Doca,MA,49848,70906020.37
Água Azul do Norte,PA,25899,33263368.5
Água Boa,MG,15034,18994641.9
Água Boa,MT,22549,57061159.29
Água Branca,AL,20545,34257483.72
Água Branca,PB,9893,17072571.67
Água Branca,PI,16869,30998749.29
Água Clara,MS,13938,40445614.42
Água Comprida,MG,2070,12416983.57
Água Doce,SC,7110,19288076.54
Água Doce do Maranhão,MA,12028,19424562.34
Água Doce do Norte,ES,12164,29804071.86
Água Fria,BA,16871,32263855.48
Água Fria de Goiás,GO,5395,16617455.85
Água Limpa,GO,2021,9512808.87
Água Nova,RN,3156,13498829.24
Água Preta,PE,34978,53636263.42
Água Santa,RS,3838,14570986.54
Águas Belas,PE,42008,64882495.21
Águas Formosas,MG,19186,27146829.66
Águas Frias,SC,2430,9008492.7
Águas Lindas de Goiás,GO,177890,183871206.58
Águas Mornas,SC,5926,13556371.92
Águas Vermelhas,MG,13306,17326410.8
Águas da Prata,SP,7942,21648082.22
Águas de Chapecó,SC,6313,13410115.26
Águas de Lindóia,SP,18108,65161563.3
Águas de Santa Bárbara,SP,5876,24180910.67
Águas de São Pedro,SP,3004,17356529.46
Águia Branca,ES,10045,27702997.37
Álvares Florence,SP,3915,14165977.7
Álvares Machado,SP,24482,43468538.04
Álvaro de Carvalho,SP,4937,12279486.76
Áurea,RS,3748,11648964.66
Ângulo,PR,2954,11593462.71
Érico Cardoso,BA,11509,21626008.04
